,Titles,Total sales in million
2096,Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,0.05
2097,Crazy Chicken: Atlantis Quest,0.05
2098,Hiiro no Kakera DS,0.05
2099,Gummy Bears Mini Golf,0.05
2100,Boing! Docomodake DS,0.05
2101,Color Cross,0.05
2102,Professor Heinz Wolff's Gravity,0.05
2103,Assassin's Creed: Altair's Chronicles,0.05
2104,Clever Kids: Creepy Crawlies,0.05
2105,March of the Penguins,0.05
2106,River City Soccer Hooligans,0.05
2107,Cesar Millan's Dog Whisperer,0.05
2108,Bubble Bobble Revolution,0.05
2109,Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,0.05
2110,Cocoto Kart Racer,0.05
2111,Galaxy Racers,0.05
2112,Lux-Pain,0.05
2113,Kimi ni Todoke: Tsutaeru Kimochi,0.05
2114,Nora to Koku no Koubou: Kiri no Mori no Majo,0.05
2115,Nanda's Island,0.04
2116,Cheer We Go!,0.04
2117,Danny Phantom: Urban Jungle,0.04
2118,Grey's Anatomy: The Video Game,0.04
2119,Looney Tunes: Cartoon Conductor,0.04
2120,Phoenix Wright: Revived Turnabout,0.04
2121,Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,0.04
2122,National Geographic Panda (US sales),0.04
2123,Candace Kane's Candy Factory,0.04
2124,Sushi Go-Round,0.04
2125,Yes! PreCure 5,0.04
2126,World Championship Spelling,0.04
2127,Fantastic Four: Rise of the Silver Surfer,0.04
2128,Front Mission,0.04
2129,Shaun the Sheep,0.04
2130,Family Fortunes,0.04
2131,Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,0.04
2132,The Dark Spire,0.04
2133,Hanayori Danshi: Koi Seyo Onago,0.04
2134,Top Gun,0.04
2135,FIFA Street 2,0.04
2136,San-X Land: Theme Park de Asobou!,0.04
2137,Naruto Shippuuden: Dairansen! Kage Bunsen Emaki,0.04
2138,Twilight Syndrome: Kinjiratera Toshi Densetsu,0.04
2139,Coraline,0.04
2140,Naruto Shippuuden: Shinobi Retsuden III,0.04
2141,Thrillville: Off the Rails,0.04
2142,Igor: The Game,0.04
2143,Zombi Daisuki,0.04
2144,"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",0.04
2145,Casual Mania!,0.04
2146,Emergency Room: Real Life Rescues,0.04
2147,Jissen Pachislot Hisshouhou! Hokuto no Ken DS,0.04
2148,Lise no Atelier: Ordre no Renkinjutsushi,0.04
2149,Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,0.04
2150,Watashi no Relaxuma,0.04
2151,Challenge Me: Maths Workout,0.04
2152,Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,0.04
2153,Fashion Week Jr. Designer,0.04
2154,Zoo Quest: Puzzle Fun!,0.04
2155,Duke Nukem Trilogy: Critical Mass,0.04
2156,Dungeon Raiders,0.04
2157,Just Sing! Vol. 2,0.04
2158,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,0.04
2159,Jewel Quest Mysteries 2: Trail of the Midnight Heart,0.04
2160,Paws & Claws: Regal Resort,0.04
2161,Battle Spirits: Digital Starter,0.04
2162,Mazes of Fate DS,0.04
2163,Lionel Trains: On Track,0.04
2164,Banushi Life Game: Winner's Circle,0.04
2165,Chibi Maruko-Chan DS: Maru-Chan no Machi,0.04
2166,Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,0.04
2167,Chicken Blaster,0.04
2168,Platinum Sudoku,0.04
2169,Who Wants to Be a Millionaire: 3rd Edition,0.04
2170,System 3 presents Ferrari Challenge Trofeo Pirelli,0.04
2171,The Treasures of Montezuma,0.04
2172,Motto TOEIC Test DS Training,0.04
2173,Super Robot Gakuen,0.04
2174,Jojo's Fashion Show: Design in a Dash!,0.04
2175,Meteos: Disney Magic,0.04
2176,Monster Band,0.04
2177,Akko ni Omakase! Brain Shock,0.04
2178,Akko ni Omakase! Brain Shock,0.04
2179,Super Black Bass Fishing,0.04
2180,Rollin' Rascals,0.04
2181,Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,0.04
2182,Zac to Ombra: Maboroshi no Yuuenchi,0.04
2183,The Chase: Felix Meets Felicity,0.04
2184,99 no Namida,0.04
2185,Ookami to Koushinryou: Boku to Horo no Ichinen,0.04
2186,Draglade (JP sales),0.04
2187,TMNT,0.04
2188,Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,0.04
2189,Turbo: Super Stunt Squad,0.04
2190,Heathcliff! Frantic Foto,0.04
2191,Brothers In Arms DS,0.04
2192,A Ressha de Ikou DS,0.04
2193,Holly Hobbie & Friends,0.04
2194,Jig-A-Pix: Pets,0.04
2195,Tokumei Sentai Go-Busters,0.04
2196,FIFA World Cup Germany 2006,0.04
2197,I'm A Celebrity: Get Me Out of Here!,0.04
2198,Greg Hastings' Tournament Paintball Max'd,0.04
2199,Little Red Riding Hood's Zombie BBQ,0.04
2200,Texas Hold 'Em Poker DS,0.04
2201,Magical Starsign (JP sales),0.04
2202,GoPets: Vacation Island,0.04
2203,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,0.04
2204,Bubble Bobble Double Shot,0.04
2205,C.O.R.E.,0.04
2206,Logic Machines,0.04
2207,Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,0.04
2208,"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",0.04
2209,Teenage Zombies: Invasion of the Alien Brain Thingys,0.04
2210,Real Soccer 2008,0.04
2211,Onsei Kanjou Sokuteiki: Kokoro Scan,0.04
2212,San Goku Shi DS 3,0.04
2213,100 Classic Games,0.04
2214,Jane's Hotel,0.04
2215,Power Play Pool,0.04
2216,Mahjong Taikai,0.04
2217,Ultimate Game Room,0.04
2218,Zoo Hospital,0.04
2219,Kuroshitsuji: Phantom & Ghost,0.04
2220,Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,0.04
2221,"My World, My Way (US sales)",0.04
2222,Tao Adventure: Curse Demon,0.04
2223,Deal or No Deal: Special Edition,0.04
2224,Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,0.04
2225,Housekeeping,0.04
2226,Bratz Kidz,0.04
2227,Hakuouki: Zuisouroku DS,0.04
2228,Luminous Arc 3,0.04
2229,Astrology DS,0.03
2230,Pirates: Duels on the High Seas,0.03
2231,Puyo Pop Fever(us sales),0.03
2232,7 Wonders: Treasures of Seven,0.03
2233,Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,0.03
2234,Challenge Me: Word Puzzles,0.03
2235,Tokyo Majin Gakuen: Kenfuuchou,0.03
2236,Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,0.03
2237,Zoo Vet: Endangered Animals,0.03
2238,Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,0.03
2239,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,0.03
2240,Crazy Chicken: Star Karts,0.03
2241,Shining Stars,0.03
2242,Super Dodgeball Brawlers (jp sales),0.03
2243,Doodle Hex,0.03
2244,Emma at the Farm,0.03
2245,Junior Island Adventure,0.03
2246,Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,0.03
2247,Yumeiro Patissiere: My Sweets Cooking,0.03
2248,Travel Coach: Europe 1,0.03
2249,Clever Kids: Pirates,0.03
2250,Electroplankton,0.03
2251,Montessori Music,0.03
2252,Best Friends Tonight,0.03
2253,Suujin Taisen,0.03
2254,River King: Mystic Valley (jp sales),0.03
2255,Animal Boxing,0.03
2256,Mame Goma: Honobo no Nikki,0.03
2257,Custom Beat Battle: Draglade 2,0.03
2258,Gotouchi Kenkei DS,0.03
2259,BikkuriMan Daijiten,0.03
2260,Bikkuriman Daijiten,0.03
2261,Vitamin X Evolution,0.03
2262,Mahjong 300,0.03
2263,Sea Park Tycoon,0.03
2264,Arthur and the Invisibles,0.03
2265,Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,0.03
2266,Smart Girl's Winter Wonderland,0.03
2267,Silverlicious,0.03
2268,Vegas Casino,0.03
2269,River City Super Sports Challenge,0.03
2270,Flipper Critters,0.03
2271,Underground Pool,0.03
2272,Crazy Machines,0.03
2273,My Pet Shop (JP sales),0.03
2274,Toy Shop,0.03
2275,Dodge Racing: Charger vs Challenger,0.03
2276,Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,0.03
2277,Biker Mice From Mars,0.03
2278,Jig-A-Pix: Wild World,0.03
2279,Playmobil Top Agents,0.03
2280,Garfield: A Tale of Two Kitties,0.03
2281,House M.D.,0.03
2282,To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,0.03
2283,Konami Classics Series: Arcade Hits,0.03
2284,Who Wants to be a Millionaire: 1st Edition,0.03
2285,Emergency! Disaster Rescue Squad,0.03
2286,Kekkaishi: Kokubourou Shuurai,0.03
2287,Shugo Chara! Amunonijiro Chara Change,0.03
2288,Tantei Jinguuji Saburo DS: Kienai Kokoro,0.03
2289,Kokoro no Kokoron,0.03
2290,Keshisasu-Kun: Battle Kas-tival,0.03
2291,Kaidan Restaurant: Zoku! Shin Menu 100-Sen,0.03
2292,DokiDoki Majo Shinpan! 2,0.03
2293,Nacho Libre,0.03
2294,Boulder Dash: Rocks!,0.03
2295,Nettou! Powerful Koushien,0.03
2296,Away: Shuffle Dungeon,0.03
2297,Lux-Pain (JP sales),0.03
2298,Tokimeki Memorial Girl's Side 1st Love Plus,0.03
2299,Code Geass: Hangyaku no Lelouch,0.03
2300,Hudson x GReeeeN Live!? DeeeeS!?,0.03
2301,Suzumiya Haruhi no Chokuretsu,0.03
2302,Legends of Chima: Laval's Journey,0.03
2303,Pet Alien: An Intergalactic Puzzlepalooza,0.03
2304,Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,0.03
2305,"Princess Natasha: Student, Secret Agent, Princess",0.03
2306,MapleStory DS,0.03
2307,Pimp My Ride: Street Racing Read the review,0.03
2308,Drake & Josh: Talent Showdown,0.03
2309,Nanashi no Game Me,0.03
2310,Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,0.03
2311,Saihai no Yukue,0.03
2312,Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,0.03
2313,Dream Pinball 3D,0.03
2314,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,0.03
2315,Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,0.03
2316,Merv Griffin's Crosswords,0.03
2317,Kung Fu Panda: Legendary Warriors,0.03
2318,Bleach DS 4th: Flame Bringer,0.03
2319,Girls Only,0.03
2320,Turn It Around,0.03
2321,Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,0.03
2322,Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,0.03
2323,Safari Adventures: Africa,0.03
2324,Nobunaga no Yabou DS 2,0.03
2325,Metal Saga: Hagane no Kisetsu,0.03
2326,Betty Boop's Double Shift,0.03
2327,Emily Archer and the Curse of Tutankhamun,0.03
2328,MechAssault: Phantom War,0.03
2329,Little Bears,0.03
2330,1000 Cooking Recipes from ELLE à table,0.03
2331,Eco Creatures: Save The Forest,0.03
2332,Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,0.03
2333,Dragon Tamer: Sound Spirit,0.03
2334,Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,0.03
2335,My Frogger: Toy Trials,0.03
2336,Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,0.03
2337,Kabu Trader Shun,0.03
2338,Ookiku Furikabutte: Honto no Ace ni Nareru kamo,0.03
2339,Galileo,0.03
2340,Heroes of Hellas 2: Olympia,0.03
2341,AniMates!,0.03
2342,Pop Cutie! Street Fashion Simulation (JP sales),0.03
2343,Captain Morgane and the Golden Turtle,0.03
2344,Bae Yong-joon to Manabu Kankokugo DS,0.03
2345,Imagine: Sweet 16,0.03
2346,My DoItAll,0.03
2347,Jewel Quest 5: The Sleepless Star,0.03
2348,Hokuto no Ken: Hokuto Shinken Denshousha no Michi,0.03
2349,Marker Man Adventures,0.03
2350,Moyashimon DS,0.03
2351,Petz: Catz Playground,0.03
2352,Ducati Moto,0.03
2353,I Heart Geeks,0.03
2354,Moto Racer DS,0.03
2355,Tenkaichi * Sengoku Lovers,0.03
2356,Napoleon Dynamite: The Game,0.03
2357,Tank Beat,0.03
2358,Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,0.03
2359,Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,0.03
2360,Monster Mayhem: Build and Battle,0.03
2361,Petz: Dolphinz Encounter,0.03
2362,Gakuen Alice: WakuWaku * Happy Friends,0.03
2363,DEATH NOTE: L o Tsugu Mono,0.02
2364,Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,0.02
2365,Foto Showdown,0.02
2366,Winx Club: Rockstars,0.02
2367,Strike Witches 2: Iyasu Naosu Punipunisuru,0.02
2368,Lilpri DS: Hime-Chen! Apple Pink,0.02
2369,O.M.G. 26 - Our Mini Games,0.02
2370,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",0.02
2371,Pony Luv,0.02
2372,Xenosaga I·II,0.02
2373,Legacy of Ys: Books I & II,0.02
2374,Backyard NFL Football,0.02
2375,Farm Frenzy 3,0.02
2376,Supermodel Makeover by Lauren Luke,0.02
2377,Major Dream: Major DS Dream Baseball,0.02
2378,Jewel Match 2,0.02
2379,Inkheart,0.02
2380,Treasure Chase,0.02
2381,NANA: Live Staff Daiboshuu! Shoshinsha Kangei,0.02
2382,Catan,0.02
2383,Mage Knight: Destiny's Soldier,0.02
2384,Pe-Jongju to Manabu Kankokugo DS: Test-Hen,0.02
2385,Totally Spies! 2: Undercover,0.02
2386,Bomberman Story DS,0.02
2387,Vampire Mansion: Linda Hyde,0.02
2388,Ookami to Koushinryou: Omiowataru Kaze,0.02
2389,Akogare Girls Collection: Pika Pika Nurse Monogatari - Shounika Haitsumo Oosawagi,0.02
2390,Franklin's Great Adventures,0.02
2391,Interactive Storybook DS Series 3,0.02
2392,The Professor's Brain Trainer: Logic,0.02
2393,Natalie Brooks: Mystery at Hillcrest High,0.02
2394,Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,0.02
2395,Let's Play Flight Attendant,0.02
2396,Lode Runner,0.02
2397,Doki Majo Plus,0.02
2398,Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,0.02
2399,Dream Chronicles,0.02
2400,Casper's Scare School: Classroom Capers,0.02
2401,Akai Ito DS,0.02
2402,Freedom Wings,0.02
2403,Steal Princess,0.02
2404,Discovery Kids: Snake Safari,0.02
2405,Tennis no Oji-Sama: Driving Smash! Side King,0.02
2406,Fritz Chess,0.02
2407,Dragon's Lair,0.02
2408,Mind over Matter,0.02
2409,Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,0.02
2410,Veggy World,0.02
2411,Disney's Meet the Robinsons,0.02
2412,Tengen Toppa Gurren-Lagann,0.02
2413,Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,0.02
2414,SBK: Snowboard Kids,0.02
2415,Jewel Master: Cradle Of Rome 2,0.02
2416,Mar Heaven: Karudea no Akuma,0.02
2417,Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,0.02
2418,T.A.C. Heroes : Big Red One,0.02
2419,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,0.02
2420,Hot 'n' Cold,0.02
2421,Livly Garden,0.02
2422,Timmy Time,0.02
2423,Commando: Steel Disaster,0.02
2424,Hakuouki: Yuugi Roku DS,0.02
2425,Chevrolet Camaro: Wild Ride,0.02
2426,Jake Hunter: Detective Chronicles,0.02
2427,Chicken Hunter,0.02
2428,Secrets of the Titanic,0.02
2429,Polar Bowler,0.02
2430,Hoppie,0.02
2431,Nervous Brickdown,0.02
2432,Jinguuji Saburou DS: Akai Chou,0.02
2433,Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,0.02
2434,Kawaii Koinu DS 3,0.02
2435,Cross Treasures,0.02
2436,Runaway: A Twist of Fate,0.02
2437,Mushishi: Amefuru Sato,0.02
2438,Garfield Gets Real,0.02
2439,Puzzle City,0.02
2440,Crime Scene,0.02
2441,Defendin' De Penguin,0.02
2442,B-17: Fortress in the Sky,0.02
2443,Mystery Tales 2: The Spirit Mask,0.02
2444,Spanish for Everyone!,0.02
2445,Mary King's Riding School,0.02
2446,Dreamer Series: Horse Trainer,0.02
2447,Seitokai no Ichizon: DS-suru Seitokai,0.02
2448,Chrysler Classic Racing,0.02
2449,Jinsei Game DS,0.02
2450,Reversal Challenge,0.02
2451,Style Book: Junior City,0.02
2452,Rainbow Islands Revolution,0.02
2453,Casper's Scare School: Spooky Sports Day,0.02
2454,My Hero: Doctor,0.02
2455,Elf Bowling 1 & 2,0.02
2456,Aqua Panic!,0.02
2457,Puzzle Chronicles,0.02
2458,Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,0.02
2459,Gakken DS: Shin TOEIC Test Kanzen Kouryaku,0.02
2460,SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,0.02
2461,Frisbee Disc Freestyle / Frisbee Disc Golf,0.02
2462,Kanji Calligraphy Training,0.02
2463,Garfield's Nightmare,0.02
2464,Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,0.02
2465,Touch Detective (JP sales),0.02
2466,Bomberman 2,0.02
2467,Barnyard Blast: Swine of the Night,0.02
2468,Balls of Fury,0.02
2469,Moe Star: Moeru Toudai Eigojuku,0.02
2470,Kabushiki Baibai Trainer: Kabutore! Next,0.02
2471,Golden Nugget Casino DS,0.02
2472,Mechanic Master 2,0.02
2473,Ketsui Death Label,0.02
2474,Shonen Jump's Yu-Gi-Oh! GX Card Almanac,0.02
2475,Super Speed Machines,0.02
2476,Ginga Tetsudou 999 DS,0.02
2477,NEVES,0.02
2478,Zoids Dash,0.02
2479,Hurry Up Hedgehog!,0.02
2480,Otometeki Koi Kakumei * Love Revo!! DS,0.02
2481,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,0.02
2482,Uchi no 3 Shimai DS,0.02
2483,My Ballet Studio,0.02
2484,Dancing on Ice,0.02
2485,Emergency 2012,0.02
2486,Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,0.02
2487,Let's Pilates!,0.02
2488,Hands On! Tangrams,0.02
2489,Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense,0.02
2490,Chou!! Super Nep League DS,0.02
2491,Kimi ni Todoke: Sodateru Omoi,0.02
2492,Brave Story: Boku no Kioku to Negai,0.02
2493,Let's Yoga!,0.02
2494,Cookie & Cream,0.02
2495,Konductra,0.02
2496,Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,0.02
2497,Kuma no Pooh-San: 100 Acre no Mori no Cooking Book,0.02
2498,Sarah: Keeper of the Unicorn,0.02
2499,Zoey 101: Field Trip Fiasco,0.02
2500,Usavichi: Game no Jikan,0.02
2501,Otona no Renai Shousetsu: Harlequin Selection,0.02
2502,Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,0.02
2503,DJ Star,0.02
2504,Dragon Booster,0.02
2505,PDC World Championship Darts 2008,0.02
2506,San Goku Shi DS 2,0.02
2507,Sora no Otoshimono Forte: Dreamy Season,0.02
2508,Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen,0.02
2509,Jet Impulse,0.02
2510,Tokyo Friend Park II DS,0.02
2511,Dream Dancer,0.02
2512,Powerbike,0.02
2513,Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,0.02
2514,Race Driver: Create & Race,0.02
2515,Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,0.02
2516,Oyaku de Asoberu DS Ehon: Ukkari Penelope,0.02
2517,UNO 52,0.02
2518,Poupee Girl DS,0.02
2519,Germany's Next Topmodel 2011,0.02
2520,Drone Tactics,0.02
2521,Simple DS Series Vol. 42: The Haioku Byoutou,0.02
2522,Football Academy,0.02
2523,Yume Neko DS,0.02
2524,Chameleon: To Dye For!,0.01
2525,Dragon Zakura DS,0.01
2526,Military History: Commander - Europe at War,0.01
2527,Smart Kid's Mega Game Mix,0.01
2528,Space Invaders Revolution,0.01
2529,Wiffle Ball Advance,0.01
2530,Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi,0.01
2531,Kimi no Yuusha,0.01
2532,Postman Pat: Special Delivery Service,0.01
2533,Cosmetic Paradise: Make no Kiseki,0.01
2534,Nobunaga no Yabou DS,0.01
2535,Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS,0.01
2536,Kaitou Rousseau,0.01
2537,Diary Girl,0.01
2538,Magic Encyclopedia: Moonlight,0.01
2539,Best Of Tests,0.01
2540,LifeSigns: Surgical Unit,0.01
2541,Honda ATV Fever,0.01
2542,Fab 5 Soccer,0.01
2543,Umihara Kawase Jun: Second Edition Kanzenban,0.01
2544,Destiny Links,0.01
2545,Datenshi no Amai Yuuwaku x Kaikan Phrase,0.01
2546,Bakumatsu Koihana: Shinsengumi DS,0.01
2547,Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,0.01
2548,Games Around the World,0.01
2549,Monkey Madness: Island Escape,0.01
2550,Brave: The Video Game,0.01
2551,Pippa Funnell 2: Farm Adventures,0.01
2552,Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,0.01
2553,Dr. Slump & Arale-Chan,0.01
2554,Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,0.01
2555,Game Book DS: Sword World 2.0,0.01
2556,Pet Shop Monogatari DS 2,0.01
2557,Chokkan! Asonde Relaxuma,0.01
2558,Minna no Conveni,0.01
2559,Smiley World: Island Challenge,0.01
2560,Curse of the Amsterdam Diamond,0.01
2561,My Little Baby,0.01
2562,Rosario to Vampire: Tanabata no Miss Youkai Gakuen,0.01
2563,Tactics Layer: Ritina Guard Senki,0.01
2564,San-X Character Channel: All-Star Daishuugou!,0.01
2565,Shorts,0.01
2566,Hakuoki: Reimeiroku DS,0.01
2567,Duel Love: Koisuru Otome wa Shouri no Megami,0.01
2568,Far East of Eden II: Manji Maru,0.01
2569,Double Sequence: The Q-Virus Invasion,0.01
2570,Hi Hi Puffy AmiYumi: The Genie & the Amp,0.01
2571,Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box,0.01
2572,Jinsei Game Q DS: Shouwa no Dekigoto,0.01
2573,Simple DS Series Vol. 41: The Bakudan Shori-Han,0.01
2574,Slide Adventure: Mag Kid,0.01
2575,Hotel Giant DS,0.01
2576,Real Crimes: The Unicorn Killer,0.01
2577,Gakuen Hetalia,0.01
2578,Really? Really! DS,0.01
2579,Jam Sessions: Sing and Play Guitar (jp sales),0.01
2580,Element Hunter,0.01
2581,Jambo! Safari Animal Rescue,0.01
2582,Rondo of Swords (jp sales),0.01
2583,The Humans: Meet the Ancestors!,0.01
2584,Nakayoshi All-Stars: Mezase Gakuen Idol,0.01
2585,Smart Kid's Gameclub,0.01
2586,Fashionable Puppy: Oshare na Koinu DS,0.01
2587,Monster Bomber,0.01
2588,Fullmetal Alchemist: Trading Card Game,0.01
2589,thinkSMART: Chess for Kids,0.01
2590,Nova Usagi no Game de Ryuugaku!? DS,0.01
2591,San-X: Chara Sagashi Land,0.01
2592,The Wild West,0.01
2593,"Tennis no Oji-Sama: Doubles no Oji-Sama - Boys, Be Glorious!",0.01
2594,Uchida Yasuou Mystery: Meitantei Senken Mitsuhiko Series: Fukutoshin Renzoku Satsujin Jiken,0.01
2595,Hoshigami: Ruining Blue Earth Remix,0.01
2596,"Element Girl: Love, Fashion and Friends",0.01
2597,Luxor: Pharaoh's Challenge,0.01
2598,Juggler DS,0.01
2599,Who Wants to be a Millionaire: 2nd Edition,0.01
2600,Vitamin Y,0.01
2601,Smart Boy's Winter Wonderland,0.01
2602,Ishin no Arashi: Shippuu Ryuumeden,0.01
2603,Dengeki Gakuen RPG: Cross of Venus Special,0.01
2604,National Geographic Panda (JP sales),0.01
2605,Knights in the Nightmare: DHE Series Special Pack,0.01
2606,Style Book: Cinnamoroll,0.01
2607,Blazer Drive,0.01
2608,Hoshizora no Comic Garden,0.01
2609,Hirameki Action: Chibikko Wagyan no Daiki na Bouken,0.01
2610,Imagine Figure Skater (JP sales),0.01
2611,Original Frisbee Disc Sports: Ultimate & Golf,0.01
2612,Plushees,0.01
2613,Know How 2,0.01
2614,Mega Brain Boost,0.01
2615,Mezase!! Tsuri Master DS,0.01
2616,Izuna 2: The Unemployed Ninja Returns (JP sales),0.01
2617,Wedding Planner: Dream Weddings Guaranteed,0.01
2618,Sea Monsters: A Prehistoric Adventure,0.01
2619,Shepherd's Crossing 2 DS,0.01
2620,Yuuzai x Muzai,0.01
2621,Witch's Wish,0.01
2622,Dokapon Journey (JP sales),0.01
2623,Gyouretsu no Dekiru Houritsu Soudansho,0.01
2624,Sideswiped,0.01
2625,The Conveni DS: Otona no Keiei Ryoku Training,0.01
2626,Florist Shop,0.01
2627,Powerplay Tennis,0.01
2628,Steel Horizon,0.01
2629,Arabians Lost: The Engagement on Desert,0.01
2630,Puffins: Island Adventure,0.01
