,Names,Total_shipped,Total_sales
24,Junior Brain Trainer: Maths Edition,,
25,Juushin Enbu DS,,
26,Juushinden: Ultimate Beast Battlers,,
27,K-1 World GP: Zettai Ouja Ikusei Keikaku,,
28,Kado-Chan Shiki Doko Demo Kin Trai-Navi,,
29,Kageyama Hideo no IQ Teacher DS,,
30,Kaiun Kenkyuuka - Utsukita Mahiro Kanshuu - Mainichi Kokorobics: DS Uranai Happiness 2008,,
31,Kakikomi Shiki 'Hannya Shingyou' Renshuu Chou DS,,
32,Kamo no Hashikamo. Aimai Seikatsu no Susume,,
33,Kanji no Wataridori,,
34,Karada Yorokobu Shokuji & Exercise: Kenkou Kentei,,
35,Kawaii Koinu DS,,
36,Kawaii Koneko DS 3,,
37,Keiba Navi: Uma no Suke,,
38,Keiba Navi: Uma no Suke 2,,
39,Kidou Gekidan Haro Ichiza: Gundam Mahjong + Z: Sara ni Deki Ruyouni Nattana!,,
40,Kikansha Thomas DS 2: Asonde Manabu DS Youchien,,
41,Kikansha Thomas: Kokugo Sansuu Eigo,,
42,Kimokawae!,,
43,King of Clubs,,
44,Kirei Zukin Seikatsu,,
45,Kirei Zukin Seikatsu 2,,
46,Kirihara Shoten Forest: Eigo @ DS,,
47,Kirihara Shoten Kanshuu: Daigakusei Ryoku Kentei DS,,
48,Know How,,
49,Kobun Kanbun DS,,
0,Kodawari Saihai Simulation: Ocha no Ma Pro Yakyuu DS 2010 Nendohan,,
1,Kodomo no Tame no Yomi Kikase: Ehon de Asobou 1-Kan,,
2,Kodomo no Tame no Yomi Kikase: Ehon de Asobou 2-Kan,,
3,Kodomo no Tame no Yomi Kikase: Ehon de Asobou 3-Kan,,
4,Kodomo no Tame no Yomi Kikase: Ehon de Asobou 4-Kan,,
5,Kodomo no Tame no Yomi Kikase: Ehon de Asobou 5-Kan,,
6,Kodomo no Tame no Yomi Kikase: Ehon de Asobou 6-Kan,,
7,Koede Asobu: Heart Catch PreCure!,,
8,Koinu de Kururin,,
9,Kokoro ga Mezameru Otoko Tachi no Nurie DS: Tamiya Box Art,,
10,Kokoro ga Uruou Birei Aquarium DS 2: Sekai no Uo to Ikura-Kujira Tachi,,
11,Kokoro ga Uruou Birei Aquarium DS: Kujira - Iruka - Penguin,,
12,Kokoro ga Uruou Birei Aquarium DS: Tetra - Guppy - Angelfish,,
13,Kokoro ni Shimiru: Mouhitsu de Kaku - Aida Mitsuo DS,,
14,Kokoro o Yasumeru Otona no Nurie DS 2,,
15,Koma Neko DS,,
16,KORG M01 Music Workstation,,
17,KoroKoro Cubix,,
18,"Kou Rate Ura Mahjong Retsuden Mukoubuchi: Goburei, Shuuryou desu ne",,
19,Koukou Juken: Eitango Get Through 1900 - Eitan Zamurai DS,,
20,Koushounin DS: The Negotiator,,
21,Kurukuru * Princess: Tokimeki Figure * Mezase! Vancouver,,
22,Kururin Doughnuts: Okashi Recipe,,
23,Lalaloopsy Carnival of Friends,,
24,Lanfeust of Troy,,
25,Last King of Africa,,
26,Learn Math Advanced,,
27,Learn To Play Chess With Fritz & Chesster,,
28,Let's Mangaka DS Style,,
29,Lina no Atelier: Strahl no Renkinjutsushi,,
30,Little Book of Big Secrets,,
31,Loopop Cube: Loop * Salad DS,,
32,LostWinds 2,,
33,Love Cat Life,,
34,Love is...in Bloom: The Flower Shop Garden,,
35,Love Love Hamster,,
36,Luc Bernard's Eternity's Child,,
37,Lucky * Star: Moe Drill,,
38,Lucky Luke: The Daltons,,
39,M&M's Break' Em,,
40,Machi no Pet-Ya-San DS: Wannyan 200-Hiki Daishuugou,,
41,Madagascar 3: The Video Game,,
42,Mainichi Shinbunsha Kyouruoku: Saikyou no Kanji Drill 5-Man Mon,,
43,Mainichi Suteki! Hello Kitty no Life Kit,,
44,Major League Baseball 2K7,,
45,Mame Goma 3: Kawaii ga Ippai,,
46,Manepa 1000-Bannin no FX Training: Leverage Kisei Taiouban,,
47,Manga Ka Debut Monogatari DS: Akogare! Manga Ka Ikusei Game,,
48,Mansion,,
49,Mar Heaven: Boukyaku no Clavier,,
0,Marie & Gully no Let's Science,,
1,Martial Arts: Capoeira Fighters,,
2,Martin Mystery: Monster Hunter,,
3,Maru Goukaku Shikaku Dasshu! Financial Planning Ginou Kentei Shiken 2-Kyuu 3-Kyuu,,
4,Maru Goukaku Shikaku Dasshu! Gyouseishoshi Shiken,,
5,Maru Goukaku Shikaku Dasshu! Hanbaishi Kentei Shiken 2-Kyuu - 3-Kyuu,,
6,Maru Goukaku Shiraku Sashhu! IT Passport Shiken,,
7,Maru Goukaku: Shikaku Dasshu! 2011-Nendohan - Gyouseishoshi Shiken,,
8,Maru Goukaku: Shikaku Dasshu! 2011-Nendohan Financial Planner Ginou Kentei Shiken 2-Kyuu 3-Kyuu,,
9,Maru Goukaku: Shikaku Dasshu! 2011-Nendohan Jouhou Security Specialist Shiken - Network Specialist Shiken,,
10,Maru Goukaku: Shikaku Dasshu! Care Manager Shiken,,
11,Maru Goukaku: Shikaku Dasshu! Chuushoukigyou Shindanshi Shiken,,
12,Maru Goukaku: Shikaku Dasshu! Kaigo Fukushisi Shiken,,
13,Maru Goukaku: Shikaku Dasshu! Shouken Gaimuin Ni-Shu Shiken,,
14,Maru Goukaku: Shikaku Dasshu! TAC Koumuin Shiken - Kokka II Tane,,
15,Maru Goukaku: Shikaku Dasshu! Takken Shiken DS,,
16,Matchman,,
17,Maus DS,,
18,May's Mysteries: The Secret of Dragonville Read the review,,
19,Maya the Bee: Klatschmohnwiese in Gefahr,,
20,Mezase! Shoujo Manga Ka! Chao Manga School,,
21,Milon no Hoshizora Shabon: Puzzle Kumikyoku,,
22,Milon's Secret Castle,,
23,Mini RC Rally,,
24,Minna de Dokusho DS Naruhodo! Tanoshii Seikatsu no Urawaza Inwaza,,
25,Minna de Dokusho: Keatai Shousetsu Desu,,
26,Minna de Shitendo DS: Genji Monogatari + Chottodake Bungaku,,
27,Minna de Taikan Dokusho DS: Cho-Kowai! Gakkou no Kaidan,,
28,Minna no Suizokukan,,
29,Miss Spider's Sunny Patch Friends: Harvest Time Hop and Fly,,
30,Mite wa Ikenai,,
31,Mizuiro Blood,,
32,Moe Moe 2-Ji Daisenryaku 2: Yamato Nadesico,,
33,Mommy Talk DS,,
34,Mondai na Nihongo,,
35,Monochrome Boo & Baby Boo: Kururin Boo,,
36,Monster Finder,,
37,Moomon Tani no Okurimono,,
38,Motto! Hamster to Rasou: Akachan ga Umare Tayou,,
39,Mr. Physics,,
40,MTV Fan Attack,,
41,Music School,,
42,My Beauty Salon,,
43,My Hero: Astronaut,,
44,My Little Helper: Spring Cleaning,,
45,My Melody Angel Book: Denshi Techou & Enjoy Game,,
46,My Personal Diary,,
47,My Western Horse,,
48,Mysterious Stars: The Samurai,,
49,Mystery Room,,
0,Nabara's World: Labyrinth of Light,,
1,Nakamura Sumiko Tettei Shidou: Shin TOEIC Test 1-hi-1-fun DS Lesson,,
2,Nakamura Tooru Kanshuu: Indo Shiki Keisan Drill DS,,
3,Nakayoshi Quiz no Oshigo to Theme Park,,
4,Nanami no Oshiete Eibunpou DS: Kisokara Manabu Step Up Gakushuu,,
5,Nanami no Oshiete English DS: Mezase TOEIC Master,,
6,Nanatsuiro * Drops: Touch de Hajimaru Hatsukoi Monogatari,,
7,Nankoku Sodachi DS,,
8,Nazotte Oboeru Otona no Kanji Renshuu,,
9,Nazotte Oboeru Otona no Kanji Renshuu Kaitei-ban,,
10,Nazotte Oboeru Otona no Kanji Renshuu Kanzen-ban,,
11,Neighbours From Hell,,
12,Neko Neko Bakery DS,,
13,New Chuugaku Eitango Target 1800 DS,,
14,New Eitango Target 1900 DS,,
15,New Horizon English Course,,
16,New Shikakei Atama o Kore Kusuru DS,,
17,Nicktoons: Attack of the Toybots,,
18,Nihongo Bunshou Nouryoku Kentei Kyoukai Kyouryoku: Tadashii Nihongo DS,,
19,Nihongo de Asobo DS,,
20,Nihongo Kentei DS,,
21,Nihonshi DS,,
22,Ninja Captains,,
23,Ninja JaJaMaru-kun: Pen wa Ken Yorimo Kyoushidegozaru,,
24,Nintengirls: College Girl & Friends,,
25,Nippon Futsal League Kounin: Minna no DS Futsal,,
26,Nippon Futsal League Kounin: Minna no DS Futsal 2,,
27,Nippon Shuzan Renmei Kanshuu: Itsudemo Soroban DS,,
28,Nippon Suugaku Kentei Kyoukai Kounin: Suuken DS - Otona ga Tokenai!? Kodomo no Sansuu,,
29,Nobunaga no Yabou: Kunitori Zunou Battle,,
30,Norinori Relakkuma: Hit Song Ongakusai,,
31,Number Place Infinity Mugen,,
32,Numpla 10000-Mon,,
33,Numpla VOW,,
34,Ochaken no Daibouken,,
35,Ochaken no Heya DS 3,,
36,Ochaken no Heya DS 4: Ochaken Land de Hotto Shiyo?,,
37,Offshore Tycoon,,
38,One Piece: Project Jet,,
39,Onegai My Melody: Yume no Kuni no Daibouken,,
40,ONI Zero: Sengoku Ransei Hyakkaryouran,,
41,Oshaberi Oumu,,
42,Oshare ni Koishite 2 Plus,,
43,Oshare Princess DS: Oshare ni Koi Shite 2,,
44,Oshare Princess DS: Oshare ni Koishite!,,
45,Otogi Juushi Akazukin: Fairy Musketeers,,
46,Oubunsha Deru-Jun: Koumin DS,,
47,Oubunsha Deru-Jun: Rekishi DS,,
48,Oubunsha Deru-Jun: Rika DS,,
49,Oubunsha Deru-Jun: Sansuu DS,,
0,PaperMates,,
1,PDC World Championship Darts 2010,,
2,Pe-Jongju to Manabu Kankokugo DS: Date-Hen,,
3,Personal Fitness For Men,,
4,Personal Fitness For Women,,
5,Phineas and Ferb: Quest for Cool Stuff,,
6,Phonics de Minitsuku Eigo,,
7,Photo World,,
8,Pinball Deluxe,,
9,Pirates: Adventures of the Black Corsair,,
10,Plants vs. Zombies,,
11,Pocket Chikyuugi DS: Sawatte Tanoshimu Jinrui 5000 Toshi no Ayumi,,
12,Pokémon Card Game: Asobikata DS,,
13,Polar Bowler,,
14,Pop Town,,
15,Pop Town,,
16,Poptropica,,
17,Post Pet DS: Yumemiru Momo to Fushigi no Pen,,
18,Powershot Pinball Constructor,,
19,Prank Your Neighbor,,
20,Prank'd,,
21,Pretty Rhythm Collection,,
22,Pro Wrestling Kentei DS,,
23,Pure Girl,,
24,Puyo Puyo Fever 2 [Chuu!],,
25,Puzzle Bobble DS,,
26,Puzzle Mate: Crossword Mate,,
27,Puzzle Mate: Nanpure Mate,,
28,Puzzle Mate: Oekaki Mate,,
29,Puzzle Series Vol. 1: Jigsaw Puzzle,,
30,Puzzle Series Vol. 2: Crossword,,
31,Puzzle Series Vol. 5: Slither Link,,
32,Puzzle Series Vol. 8: Nankuro,,
33,Puzzle Series Vol.7: Crossword 2,,
34,Puzzle Series: Jigsaw Puzzle Koinu Mekuri Hen,,
35,Puzzle Series: Jigsaw Puzzle: Koneko Mekuri,,
36,Quiz Kirameki Star Road,,
37,Quiz no Tabi: Tetsudou Ryojou Hen,,
38,Quiz! Nihongo-Ou,,
39,Raibuon DS,,
40,Ram Racing,,
41,Reader Rabbit Math,,
42,Real Madrid: The Game,,
43,Rekiken DS,,
44,Rekishi Gunsou Presents: Monoshiri Sengoku Ou,,
45,Rekishi Taisen Gettenka: Tenkaichi Battle Royale,,
46,Relaxuma * Rhythm: Mattari Kibun de Da Run Run Run,,
47,Remindelight,,
48,Resident Evil,,
49,Rhythm de RunRunRun,,
0,Riding Academy,,
1,Riding Academy 2,,
2,Roller Angels: Pasha to Daisakusen,,
3,Sailor Moon: La Luna Splende,,
4,Saitou Takashi no DS de Yomu Sanshoku Ball-Pen Meisaku Juku,,
5,Saka no Gabaibaa-Chan,,
6,Sakana to Asobou! Aquazone DS - Kaisuigyo,,
7,San Goku Shi DS,,
8,Sankei Sports Kanshuu: Keiba Ryoku Nintei Shiken: Baken DS,,
9,Santa Claus is Coming to Town,,
10,Schach,,
11,Sea Animal Games for Toddlers and Kids with Jigsaw Puzzles,,
12,Secret Flirts: Make everyone fall for you!,,
13,Sekaishi DS,,
14,Sengoku Jidai Vol. 1: Shukunden,,
15,Sengoku Jidai Vol. 2: Gunshiden,,
16,Sengoku Jidai Vol. 3: Moushouden,,
17,Sengoku Spirits: Gunshiden,,
18,Sengoku Spirits: Moushouden,,
19,Sengoku Spirits: Shukunden,,
20,Shakugan no Shana DS,,
21,Shanghai,,
22,Shanghai DS 2,,
23,Shark Party,,
24,"Shikakui Atama wo Maruku Suru: DS Joushiki, Nanmon no Shou",,
25,Shikakui Atama wo Maruku Suru: DS Kanji no Shou,,
26,Shikakui Atama wo Maruku Suru: DS Keisan no Shou,,
27,Shin Hisui no Shizuku: Hiiro no Kakera 2 DS,,
28,Shin Noukyo Iku,,
29,Shin Sengoku Tenkatouitsu: Gunyuu Tachi no Souran,,
30,Shining Legend,,
31,Shinri Kenkyuuka Yuuki Yuu Kanshuu: Mainichi Kokorobics DS Therapy,,
32,Shogi World Champion: Gekisashi DS,,
33,Shoho Kara wa Hajimeru Otona no Eitango Renshuu,,
34,Shutter Island,,
35,Signal,,
36,Simple DS Series Vol. 10: The Doko Demo Kanji Quiz,,
37,Simple DS Series Vol. 19: Yareba Dekiru! THE Micro Step Gijutsu de Oboeru Eitango,,
38,Simple DS Series Vol. 22: The Zero-Yon * Shinya,,
39,Simple DS Series Vol. 25: The Koushounin,,
40,Simple DS Series Vol. 27: The Misshitsukara no Dasshutsu: The Suiri Bangai-hen,,
41,Simple DS Series Vol. 29: The Sports Daishuugou - Yakyuu-Tennis-Volleyball-Futsal-Golf,,
42,Simple DS Series Vol. 31: The Chou-Dangan!! Custom Sensha,,
43,Simple DS Series Vol. 33: The Crossword & Kanji Puzzle,,
44,Simple DS Series Vol. 36: Arc de Minitsuku! TOEIC Test Bunpou Tokkun Hen,,
45,Simple DS Series Vol. 37: Arc de Minitsuku! TOEIC Test Listening Kyouka Hen,,
46,Simple DS Series Vol. 38: Arc de Manabu! Toeic Test Hajimete Hen,,
47,Simple DS Series Vol. 9: Atama ga Yoku Naru - The Me no Training,,
48,Sky Pirates of Neo Terra,,
49,Smart Girl's Magical Book Club,,
0,Snoopy no Aiken DS: Chitte Okitai Inu no Koto - Inu no Nouryoku - Anata no Shitsuke,,
1,Snoopy to Issho ni DS Eigo Lesson,,
2,So Blonde,,
3,Sokukoku no Kusabi: Hiiro no Kakera 3 DS,,
4,Sonshi no Heihou DS,,
5,Soroban DS,,
6,"SpongeBob SquarePants: Lights, Camera, Pants!",,
7,SpongeBob SquarePants: Plankton's Robotic Revenge,,
8,Spy Kids: All the Time in the World,,
9,Steve Soresi no Business Eikaiwa PeraPera DS Training,,
10,Steve Soresi no Eikaiwa PeraPera DS Training,,
11,Style Book: Fushigi Boshi no Futago Hime Gyu!,,
12,Sudoku DS: Nikoli no Sudoku Ketteiban,,
13,Sudoku for Kids,,
14,Sugar Bunnies DS: Yume no Sweets Koubou,,
15,Suki Desu Suzuki-kun!! 4-nin no Suzuki-kun,,
16,SuperLite 2500: Gekikara Numpla 2500-Mon,,
17,Survivor,,
18,Suugaku Master DS,,
19,Suzuki Super-Bikes II: Riding Challenge,,
20,Table Game Spirits,,
21,Table Game Spirits 2,,
22,Table Game Spirits V,,
23,Takahashi Shoten Kanshuu: Saihinshutsu! SPI Perfect Mondaishuu DS,,
24,Takahashi Shoten Kanshuu: Saihinshutsu! SPI Perfect Mondaishuu DS 2010 Nendohan,,
25,Takahashi Shoten Kanshuu: Saihinshutsu! SPI Perfect Mondaishuu DS 2011 Nendohan,,
26,Takahashi Shoten Kanshuu: Saihinshutsu! SPI Perfect Mondaishuu DS 2012 Nendohan,,
27,Take-Out! DS Series 1: Tetsudou Data File,,
28,Take-Out! DS Series 2: Yachou Daizukan,,
29,Tales to Enjoy! Little Red Riding Hood,,
30,Tales to Enjoy! Puss in Boots,,
31,Tales to Enjoy! Three Little Pigs,,
32,Tales to Enjoy! Ugly Duckling,,
33,Tantei Kibukawa Ryosuke Jiken Tan: The Masquerade Lullaby,,
34,Team Umizoomi & Dora's Fantastic Flight,,
35,Teenage Queen,,
36,Tennis no Oji-Sama: Driving Smash! Side Genius,,
37,Tetsudou Seminar: JR-Hen,,
38,th!nk Logic Trainer,,
39,The Amazing Race,,
40,The Big Deal,,
41,The Crown of Midas,,
42,The Dream of Neko,,
43,The Last Ninja,,
44,The Legend of Heroes: Trails in the Sky Third Chapter,,
45,The Marvelous Misadventures of Flapjack: The Video Game,,
46,The Munchables,,
47,The New Adventures of Moomin: The Great Autumn Party,,
48,The New Adventures of Moomin: The Mysterious Howling,,
49,The Sims 3: Showtime,,
0,The Three Investigators,,
1,The Tower DS,,
2,The Trash Pack,,
3,The Well at the World’s End,,
4,The Woodleys Summer Sports,,
5,Think: Train Your Brain,,
6,thinkSMART: Advanced,,
7,thinkSMART: Scotland Yard,,
8,THUNDERCATS,,
9,Tingle no Balloon Fight DS,,
10,TOEIC Test Eitango Speed Master DS,,
11,TOEIC Test Kousiki DS Training,,
12,TOEIC Test Super Coach @DS,,
13,Tokutenryoku Gakushuu DS: Chuu-1 Eigo,,
14,Tokutenryoku Gakushuu DS: Chuu-2 Eigo,,
15,Tokutenryoku Gakushuu DS: Chuu-3 Eigo,,
16,Tokyo Majin Gakuen: Teisenjou,,
17,Tokyo Odaiba Casino,,
18,Tokyo Twilight Busters: Kindan no Ikenie Teito Jigokuhen,,
19,Tom Clancy's Ghost Recon: Future Soldier,,
20,Tom Clancy's Splinter Cell: Conviction,,
21,Toon Fighter Z: BeatEm With Fun!,,
22,Toon-Doku,,
23,Tootuff Mission Nadia,,
24,Top Model Academy,,
25,Top Trumps NBA All Stars,,
26,Tottoko Hamtaro Haai! Hamu-Chans no Hamu Hamu Challenge! Atsumare Haai!,,
27,Touch de Manzai! Megami no Etsubo DS,,
28,Touch de Rakushou! Pachi-Slot Sengen: Rio de Carnival,,
29,Touch Dictionary,,
30,Toudai Shogi: Meijinsen Dojo DS,,
31,Touhai Densetsu Akagi DS: Yami ni Maifurita Tensai,,
32,Transformers: Prime,,
33,Transformers: Revenge of the Fallen,,
34,Travel Coach: Europe 2,,
35,Travel Coach: Europe 3,,
36,Tsubasa Chronicle,,
37,Tsubasa Chronicle Vol.2,,
38,Uchi no 3 Shimai no Karaoke Utagassen,,
39,Ultimate Brain Games,,
40,Ultimate Card Games,,
41,Ultimate Mortal Kombat 3,,
42,Umezawa Yukari no Yasashi Igo,,
43,Unou Ikusei: IQ Breeder - Pet to Nakayoku IQ Lesson,,
44,Urusei Yatsura: Endless Summer,,
45,Utacchi,,
46,Utsukushii Nihongo no Kakikata Hanashikata DS,,
47,Uwasa no Midori-Kun!! Natsuiro Striker,,
48,Victorious: Taking the Lead,,
49,Wantame Variety Channel,,
0,Warlords DS,,
1,Way In Dusk,,
2,Where in the World is Carmen Sandiego? Mystery at the End of the World,,
3,Wi-Fi Taiou Yakuman DS,,
4,Wi-Fi Taiou: Gensen Table Game DS,,
5,Winx Club: Believix in You!,,
6,Winx Club: Magical Fairy Party,,
7,Witches & Vampires: Ghost Pirates of Ashburry,,
8,Wizardology,,
9,Wizardry Asterisk: Hiiro no Fuuin,,
10,Wizardry: Boukyaku no Isan,,
11,Wizardry: Seimei no Setsu,,
12,Wordsnake,,
13,Yakitate!! Japan Game 1 Gou Choujou Kessen!! Pantasic Grand Prix!,,
14,Yakuman DS,,
15,Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B: Shin Sougou Training Plus,,
16,Yamakawa Shuppansha Kanshuu: Shousetsu Sakaishi B: Shin Sougou Training Plus,,
17,Yggdra Unison: Seiken Buyuuden,,
18,Yokojiku de Manabu Sekai no Rekishi: Yoko-Gaku DS,,
19,Youkoso Iruka Park e,,
20,Yozemi no Center Shoujun Series: Eigo Hen,,
21,Ys Book I DS,,
22,Ys Book II DS,,
23,"Yukkuri Tanoshimu Otona no Jigsaw Puzzle DS: Sekai no Meiga 1: Renaissance, Baroque no Kyoshou",,
24,"Yukkuri Tanoshimu Otona no Jigsaw Puzzle DS: Sekai no Meiga 2: Inshou-ha, Kouki Inshou-ha no Kyoshou",,
25,Zaidan Houjin Nippon Kanji Nouryoku Kentai Kyoukai Kyouryoku: Kanken DS Training,,
26,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 250-Mannin no KanKen,,
27,Zekkyou Senshi: Sakeburein,,
28,Zennou Series Vol. 2: Indo Shiki Keisan Drill DS,,
29,Zenses: Zen Garden,,
30,Zero Kara Hajimeru: Otona no 5-Kokugo Nyuumon,,
31,Zero Kara Kantan Chuugokugo DS,,
32,Zero Kara Kantan Kankokugo DS,,
33,Zoids Battle Colosseum,,
34,Zoids Saga DS: Legend of Arcadia,,
35,ZombieZ Seeker,,
36,Zoo Tycoon DS,,
37,Zooloretto,,
38,Zunou ni Asekaku Game Series! Vol. 1: Cool 104 Joker & Setline,,
